SourceLanguageCode	TargetLanguageCode	SourceLanguageName	TargetLanguageName	SourcePopulation	TargetPopulations	Coocurrences	PhiCorrelation	Tstatistic
amh	kat	Amharic	Georgian	15	381	0	 -0.00000427	 -0.00008693
amh	khm	Amharic	Central Khmer	15	27	0	 -0.00000114	 -0.00000673
amh	kor	Amharic	Korean	15	82174	0	 -0.00006289	 -0.03386584
amh	lao	Amharic	Lao	15	135	0	 -0.00000254	 -0.00002399
amh	lav	Amharic	Latvian	15	5875	0	 -0.00001678	 -0.00195471
amh	lit	Amharic	Lithuanian	15	704	0	 -0.00000581	 -0.00015299
amh	mal	Amharic	Malayalam	15	181	0	 -0.00000294	 -0.00004308
amh	mkd	Amharic	Macedonian	15	981	0	 -0.00000686	 -0.00020429
amh	mlt	Amharic	Maltese	15	2170	0	 -0.00001020	 -0.00034639
amh	msa	Amharic	Malay (macrolanguage)	15	1255593	0	 -0.00025445	 -0.32701879
amh	mya	Amharic	Burmese	15	30	0	 -0.00000120	 -0.00000822
amh	nld	Amharic	Dutch	15	270045	0	 -0.00011462	 -0.07560751
amh	nor	Amharic	Norwegian	15	14433	0	 -0.00002631	 -0.00337887
amh	ori	Amharic	Oriya (macrolanguage)	15	2	0	 -0.00000031	 -0.00000116
amh	pan	Amharic	Panjabi	15	372	0	 -0.00000422	 -0.00006204
amh	pol	Amharic	Polish	15	5832	0	 -0.00001672	 -0.00151433
amh	por	Amharic	Portuguese	15	864037	0	 -0.00020861	 -0.26530574
amh	ron	Amharic	Romanian	15	4834	0	 -0.00001522	 -0.00108029
amh	rus	Amharic	Russian	15	41784	0	 -0.00004479	 -0.02208827
amh	sin	Amharic	Sinhala	15	191	0	 -0.00000302	 -0.00003909
amh	slk	Amharic	Slovak	15	5476	0	 -0.00001620	 -0.00097936
amh	slv	Amharic	Slovenian	15	1752	0	 -0.00000916	 -0.00043246
amh	spa	Amharic	Spanish	15	919417	0	 -0.00021555	 -0.30812467
amh	sqi	Amharic	Albanian	15	8650	0	 -0.00002036	 -0.00146165
amh	swa	Amharic	Swahili (macrolanguage)	15	7362	0	 -0.00001878	 -0.00140993
amh	swe	Amharic	Swedish	15	17619	1	  0.00191710	  0.36677356
amh	syr	Amharic	Syriac	15	16	0	 -0.00000088	 -0.00000328
amh	tam	Amharic	Tamil	15	1075	0	 -0.00000718	 -0.00027138
amh	tel	Amharic	Telugu	15	118	0	 -0.00000238	 -0.00002378
amh	tha	Amharic	Thai	15	46793	0	 -0.00004741	 -0.01861503
amh	tur	Amharic	Turkish	15	59095	0	 -0.00005330	 -0.02573505
amh	ukr	Amharic	Ukrainian	15	2691	0	 -0.00001136	 -0.00060513
amh	urd	Amharic	Urdu	15	586	0	 -0.00000530	 -0.00011681
amh	vie	Amharic	Vietnamese	15	5392	0	 -0.00001607	 -0.00126040
amh	yid	Amharic	Yiddish	15	27	0	 -0.00000114	 -0.00000545
amh	zho	Amharic	Chinese	15	15177	0	 -0.00002698	 -0.00418877
ara	afr	Arabic	Afrikaans	131637	48761	8	 -0.00445056	 -2.69488211
ara	amh	Arabic	Amharic	131637	15	1	  0.00063460	  0.38425658
ara	aze	Arabic	Azerbaijani	131637	1809	4	 -0.00061521	 -0.37251280
ara	bel	Arabic	Belarusian	131637	274	0	 -0.00034068	 -0.20628313
ara	ben	Arabic	Bengali	131637	136	0	 -0.00024001	 -0.14533030
ara	bod	Arabic	Tibetan	131637	36	1	  0.00033760	  0.20441989
ara	bul	Arabic	Bulgarian	131637	1353	0	 -0.00075706	 -0.45840639
ara	cat	Arabic	Catalan	131637	40534	100	 -0.00277263	 -1.67885822
ara	ces	Arabic	Czech	131637	37535	341	  0.00088293	  0.53461946
ara	chr	Arabic	Cherokee	131637	19	2	  0.00117965	  0.71429089
ara	cym	Arabic	Welsh	131637	878	0	 -0.00060985	 -0.36926925
ara	dan	Arabic	Danish	131637	17932	19	 -0.00236467	 -1.43183114
ara	deu	Arabic	German	131637	44604	103	 -0.00300118	 -1.81725078
ara	div	Arabic	Dhivehi	131637	57	0	 -0.00015538	 -0.09408560
ara	ell	Arabic	Modern Greek (1453-)	131637	30542	43	 -0.00291860	 -1.76724596
ara	eng	Arabic	English	131637	3525628	116919	  0.14932345	497.65551310
ara	est	Arabic	Estonian	131637	1365	4	 -0.00046088	 -0.27906566
ara	eus	Arabic	Basque	131637	2355	4	 -0.00077078	 -0.46671184
ara	fas	Arabic	Persian	131637	1763	670	  0.04328296	 26.23280199
ara	fil	Arabic	Filipino (macrolanguage)	131637	359115	410	 -0.01054817	 -6.38736296
ara	fin	Arabic	Finnish	131637	4130	5	 -0.00110752	 -0.67061398
ara	fra	Arabic	French	131637	97224	2417	  0.01506899	  9.12544336
ara	gle	Arabic	Irish	131637	417	1	 -0.00028480	 -0.17244938
ara	glg	Arabic	Galician	131637	17091	4	 -0.00260721	 -1.57869267
ara	guj	Arabic	Gujarati	131637	65	1	  0.00017722	  0.10730541
ara	hat	Arabic	Haitian	131637	3661	0	 -0.00124540	 -0.75410213
ara	hbs	Arabic	Serbo-Croatian	131637	10655	20	 -0.00158888	 -0.96208024
ara	heb	Arabic	Hebrew	131637	1750	13	 -0.00000124	 -0.00075183
ara	hin	Arabic	Hindi	131637	1172	3	 -0.00046216	 -0.27984207
ara	hun	Arabic	Hungarian	131637	2893	1	 -0.00105563	 -0.63919291
ara	hye	Arabic	Armenian	131637	203	1	 -0.00009906	 -0.05998312
ara	iku	Arabic	Inuktitut	131637	13	0	 -0.00007421	 -0.04493212
ara	isl	Arabic	Icelandic	131637	419	1	 -0.00028613	 -0.17325495
ara	ita	Arabic	Italian	131637	70750	191	 -0.00349472	 -2.11609604
ara	jpn	Arabic	Japanese	131637	143837	182	 -0.00650437	-10.49309142
ara	kan	Arabic	Kannada	131637	143	1	 -0.00001476	 -0.00894010
ara	kat	Arabic	Georgian	131637	381	8	  0.00073215	  0.44332102
ara	khm	Arabic	Central Khmer	131637	27	0	 -0.00010694	 -0.06475410
ara	kor	Arabic	Korean	131637	82174	350	 -0.00252781	 -1.53061373
ara	lao	Arabic	Lao	131637	135	0	 -0.00023913	 -0.14479501
ara	lav	Arabic	Latvian	131637	5875	0	 -0.00157776	 -0.95534805
ara	lit	Arabic	Lithuanian	131637	704	1	 -0.00044182	 -0.26752302
ara	mal	Arabic	Malayalam	131637	181	1	 -0.00007125	 -0.04314552
ara	mkd	Arabic	Macedonian	131637	981	0	 -0.00064463	 -0.39032976
ara	mlt	Arabic	Maltese	131637	2170	36	  0.00117933	  0.71409759
ara	msa	Arabic	Malay (macrolanguage)	131637	1255593	8834	 -0.00129798	 -1.66815154
ara	mya	Arabic	Burmese	131637	30	0	 -0.00011273	 -0.06825682
ara	nld	Arabic	Dutch	131637	270045	31	 -0.01061129	 -7.00003505
ara	nor	Arabic	Norwegian	131637	14433	5	 -0.00235836	 -1.42801171
ara	ori	Arabic	Oriya (macrolanguage)	131637	2	0	 -0.00002911	 -0.01762382
ara	pan	Arabic	Panjabi	131637	372	1	 -0.00025352	 -0.15350613
ara	pol	Arabic	Polish	131637	5832	10	 -0.00120965	 -0.73245417
ara	por	Arabic	Portuguese	131637	864037	69	 -0.01940504	-24.68345148
ara	ron	Arabic	Romanian	131637	4834	6	 -0.00119235	 -0.72197795
ara	rus	Arabic	Russian	131637	41784	72	 -0.00323634	 -1.95964501
ara	sin	Arabic	Sinhala	131637	191	0	 -0.00028444	 -0.17222813
ara	slk	Arabic	Slovak	131637	5476	24	 -0.00062584	 -0.37894996
ara	slv	Arabic	Slovenian	131637	1752	0	 -0.00086150	 -0.52164344
ara	spa	Arabic	Spanish	131637	919417	417	 -0.01903218	-27.21139688
ara	sqi	Arabic	Albanian	131637	8650	5	 -0.00176584	 -1.06923233
ara	swa	Arabic	Swahili (macrolanguage)	131637	7362	105	  0.00161996	  0.98090154
ara	swe	Arabic	Swedish	131637	17619	16	 -0.00239956	 -1.45295928
ara	syr	Arabic	Syriac	131637	16	1	  0.00060930	  0.36893936
ara	tam	Arabic	Tamil	131637	1075	1	 -0.00059043	 -0.35751085
ara	tel	Arabic	Telugu	131637	118	1	  0.00003111	  0.01883874
ara	tha	Arabic	Thai	131637	46793	8	 -0.00435545	 -2.63728712
ara	tur	Arabic	Turkish	131637	59095	127	 -0.00356375	 -2.15789876
ara	ukr	Arabic	Ukrainian	131637	2691	2	 -0.00096104	 -0.58192068
ara	urd	Arabic	Urdu	131637	586	29	  0.00281606	  1.70515496
ara	vie	Arabic	Vietnamese	131637	5392	2	 -0.00143613	 -0.86958978
ara	yid	Arabic	Yiddish	131637	27	0	 -0.00010694	 -0.06475410
ara	zho	Arabic	Chinese	131637	15177	5	 -0.00242422	 -1.46789241
aze	afr	Azerbaijani	Afrikaans	1809	48761	0	 -0.00053153	 -0.08367231
aze	amh	Azerbaijani	Amharic	1809	15	0	 -0.00000931	 -0.00033033
aze	ara	Azerbaijani	Arabic	1809	131637	4	 -0.00061521	 -0.37251280
aze	bel	Azerbaijani	Belarusian	1809	274	0	 -0.00003979	 -0.00141185
aze	ben	Azerbaijani	Bengali	1809	136	0	 -0.00002803	 -0.00099467
aze	bod	Azerbaijani	Tibetan	1809	36	0	 -0.00001442	 -0.00051175
aze	bul	Azerbaijani	Bulgarian	1809	1353	0	 -0.00008842	 -0.00357099
aze	cat	Azerbaijani	Catalan	1809	40534	0	 -0.00048451	 -0.08717692
aze	ces	Azerbaijani	Czech	1809	37535	1	 -0.00034471	 -0.05403398
aze	chr	Azerbaijani	Cherokee	1809	19	0	 -0.00001048	 -0.00037178
aze	cym	Azerbaijani	Welsh	1809	878	0	 -0.00007123	 -0.00252736
aze	dan	Azerbaijani	Danish	1809	17932	0	 -0.00032206	 -0.03531903
aze	deu	Azerbaijani	German	1809	44604	9	  0.00049493	  0.13454048
aze	div	Azerbaijani	Dhivehi	1809	57	0	 -0.00001815	 -0.00064394
aze	ell	Azerbaijani	Modern Greek (1453-)	1809	30542	1	 -0.00028580	 -0.04999991
aze	eng	Azerbaijani	English	1809	3525628	548	  0.00262472	  8.64945091
aze	est	Azerbaijani	Estonian	1809	1365	0	 -0.00008881	 -0.00404662
aze	eus	Azerbaijani	Basque	1809	2355	0	 -0.00011666	 -0.00514890
aze	fas	Azerbaijani	Persian	1809	1763	5	  0.00269913	  0.14069234
aze	fil	Azerbaijani	Filipino (macrolanguage)	1809	359115	9	 -0.00109858	 -0.55758508
aze	fin	Azerbaijani	Finnish	1809	4130	1	  0.00021142	  0.01312484
aze	fra	Azerbaijani	French	1809	97224	4	 -0.00044912	 -0.17268818
aze	gle	Azerbaijani	Irish	1809	417	0	 -0.00004909	 -0.00174173
aze	glg	Azerbaijani	Galician	1809	17091	0	 -0.00031440	 -0.03032010
aze	guj	Azerbaijani	Gujarati	1809	65	0	 -0.00001938	 -0.00068765
aze	hat	Azerbaijani	Haitian	1809	3661	0	 -0.00014546	 -0.00741413
aze	hbs	Azerbaijani	Serbo-Croatian	1809	10655	0	 -0.00024820	 -0.02240691
aze	heb	Azerbaijani	Hebrew	1809	1750	0	 -0.00010056	 -0.00584821
aze	hin	Azerbaijani	Hindi	1809	1172	0	 -0.00008230	 -0.00292003
aze	hun	Azerbaijani	Hungarian	1809	2893	0	 -0.00012930	 -0.00896017
aze	hye	Azerbaijani	Armenian	1809	203	0	 -0.00003425	 -0.00121523
aze	iku	Azerbaijani	Inuktitut	1809	13	0	 -0.00000867	 -0.00030752
aze	isl	Azerbaijani	Icelandic	1809	419	0	 -0.00004920	 -0.00174590
aze	ita	Azerbaijani	Italian	1809	70750	2	 -0.00046351	 -0.13846534
aze	jpn	Azerbaijani	Japanese	1809	143837	0	 -0.00091538	 -1.47670052
aze	kan	Azerbaijani	Kannada	1809	143	0	 -0.00002875	 -0.00101995
aze	kat	Azerbaijani	Georgian	1809	381	0	 -0.00004692	 -0.00166485
aze	khm	Azerbaijani	Central Khmer	1809	27	0	 -0.00001249	 -0.00044319
aze	kor	Azerbaijani	Korean	1809	82174	1	 -0.00060846	 -0.32765480
aze	lao	Azerbaijani	Lao	1809	135	0	 -0.00002793	 -0.00099101
aze	lav	Azerbaijani	Latvian	1809	5875	0	 -0.00018428	 -0.02146731
aze	lit	Azerbaijani	Lithuanian	1809	704	0	 -0.00006378	 -0.00226310
aze	mal	Azerbaijani	Malayalam	1809	181	0	 -0.00003234	 -0.00114749
aze	mkd	Azerbaijani	Macedonian	1809	981	0	 -0.00007529	 -0.00267150
aze	mlt	Azerbaijani	Maltese	1809	2170	0	 -0.00011198	 -0.00397342
aze	msa	Azerbaijani	Malay (macrolanguage)	1809	1255593	202	  0.00160308	  2.06025312
aze	mya	Azerbaijani	Burmese	1809	30	0	 -0.00001317	 -0.00046716
aze	nld	Azerbaijani	Dutch	1809	270045	1	 -0.00121319	 -0.80027270
aze	nor	Azerbaijani	Norwegian	1809	14433	0	 -0.00028890	 -0.03710793
aze	ori	Azerbaijani	Oriya (macrolanguage)	1809	2	0	 -0.00000340	 -0.00012062
aze	pan	Azerbaijani	Panjabi	1809	372	0	 -0.00004636	 -0.00164507
aze	pol	Azerbaijani	Polish	1809	5832	0	 -0.00018360	 -0.01663088
aze	por	Azerbaijani	Portuguese	1809	864037	3	 -0.00221323	 -2.81473474
aze	ron	Azerbaijani	Romanian	1809	4834	0	 -0.00016715	 -0.01186417
aze	rus	Azerbaijani	Russian	1809	41784	146	  0.01632179	  8.04950264
aze	sin	Azerbaijani	Sinhala	1809	191	0	 -0.00003322	 -0.00117877
aze	slk	Azerbaijani	Slovak	1809	5476	1	  0.00013988	  0.00845673
aze	slv	Azerbaijani	Slovenian	1809	1752	0	 -0.00010062	 -0.00474943
aze	spa	Azerbaijani	Spanish	1809	919417	1	 -0.00234203	 -3.34794389
aze	sqi	Azerbaijani	Albanian	1809	8650	0	 -0.00022362	 -0.01605240
aze	swa	Azerbaijani	Swahili (macrolanguage)	1809	7362	2	  0.00034189	  0.02566226
aze	swe	Azerbaijani	Swedish	1809	17619	0	 -0.00031923	 -0.06107380
aze	syr	Azerbaijani	Syriac	1809	16	0	 -0.00000962	 -0.00034117
aze	tam	Azerbaijani	Tamil	1809	1075	0	 -0.00007882	 -0.00298044
aze	tel	Azerbaijani	Telugu	1809	118	0	 -0.00002611	 -0.00092651
aze	tha	Azerbaijani	Thai	1809	46793	0	 -0.00052067	 -0.20443704
aze	tur	Azerbaijani	Turkish	1809	59095	868	  0.08351036	 40.46535130
aze	ukr	Azerbaijani	Ukrainian	1809	2691	0	 -0.00012471	 -0.00664576
aze	urd	Azerbaijani	Urdu	1809	586	0	 -0.00005819	 -0.00206474
aze	vie	Azerbaijani	Vietnamese	1809	5392	0	 -0.00017654	 -0.01384215
aze	yid	Azerbaijani	Yiddish	1809	27	0	 -0.00001249	 -0.00044319
aze	zho	Azerbaijani	Chinese	1809	15177	0	 -0.00029626	 -0.04600261
bel	afr	Belarusian	Afrikaans	274	48761	0	 -0.00020686	 -0.03256259
bel	amh	Belarusian	Amharic	274	15	0	 -0.00000362	 -0.00005774
bel	ara	Belarusian	Arabic	274	131637	0	 -0.00034068	 -0.20628313
bel	aze	Belarusian	Azerbaijani	274	1809	0	 -0.00003979	 -0.00141185
bel	ben	Belarusian	Bengali	274	136	0	 -0.00001091	 -0.00017387
bel	bod	Belarusian	Tibetan	274	36	0	 -0.00000561	 -0.00008945
bel	bul	Belarusian	Bulgarian	274	1353	1	  0.00160805	  0.06494232
bel	cat	Belarusian	Catalan	274	40534	0	 -0.00018856	 -0.03392647
bel	ces	Belarusian	Czech	274	37535	1	  0.00013072	  0.02049121
bel	chr	Belarusian	Cherokee	274	19	0	 -0.00000408	 -0.00006499
bel	cym	Belarusian	Welsh	274	878	0	 -0.00002772	 -0.00083528
bel	dan	Belarusian	Danish	274	17932	0	 -0.00012533	 -0.01374504
bel	deu	Belarusian	German	274	44604	0	 -0.00019782	 -0.05377436
bel	div	Belarusian	Dhivehi	274	57	0	 -0.00000706	 -0.00011256
bel	ell	Belarusian	Modern Greek (1453-)	274	30542	0	 -0.00016363	 -0.02862642
bel	eng	Belarusian	English	274	3525628	42	 -0.00045280	 -1.49214785
bel	est	Belarusian	Estonian	274	1365	0	 -0.00003456	 -0.00157481
bel	eus	Belarusian	Basque	274	2355	0	 -0.00004540	 -0.00200379
bel	fas	Belarusian	Persian	274	1763	0	 -0.00003928	 -0.00204751
bel	fil	Belarusian	Filipino (macrolanguage)	274	359115	0	 -0.00056637	 -0.28746329
bel	fin	Belarusian	Finnish	274	4130	0	 -0.00006013	 -0.00373262
bel	fra	Belarusian	French	274	97224	0	 -0.00029249	 -0.11246395
bel	gle	Belarusian	Irish	274	417	0	 -0.00001910	 -0.00036094
bel	glg	Belarusian	Galician	274	17091	0	 -0.00012236	 -0.01179961
bel	guj	Belarusian	Gujarati	274	65	0	 -0.00000754	 -0.00012020
bel	hat	Belarusian	Haitian	274	3661	0	 -0.00005661	 -0.00288534
bel	hbs	Belarusian	Serbo-Croatian	274	10655	0	 -0.00009659	 -0.00872005
bel	heb	Belarusian	Hebrew	274	1750	0	 -0.00003914	 -0.00227594
bel	hin	Belarusian	Hindi	274	1172	0	 -0.00003203	 -0.00109501
bel	hun	Belarusian	Hungarian	274	2893	0	 -0.00005032	 -0.00348701
bel	hye	Belarusian	Armenian	274	203	0	 -0.00001333	 -0.00021242
bel	iku	Belarusian	Inuktitut	274	13	0	 -0.00000337	 -0.00005376
bel	isl	Belarusian	Icelandic	274	419	0	 -0.00001915	 -0.00046355
bel	ita	Belarusian	Italian	274	70750	0	 -0.00024933	 -0.07448103
bel	jpn	Belarusian	Japanese	274	143837	1	 -0.00019630	 -0.31666394
bel	kan	Belarusian	Kannada	274	143	0	 -0.00001119	 -0.00017829
bel	kat	Belarusian	Georgian	274	381	0	 -0.00001826	 -0.00037154
bel	khm	Belarusian	Central Khmer	274	27	0	 -0.00000486	 -0.00007747
bel	kor	Belarusian	Korean	274	82174	0	 -0.00026879	 -0.14474206
bel	lao	Belarusian	Lao	274	135	0	 -0.00001087	 -0.00017323
bel	lav	Belarusian	Latvian	274	5875	0	 -0.00007171	 -0.00835439
bel	lit	Belarusian	Lithuanian	274	704	0	 -0.00002482	 -0.00065389
bel	mal	Belarusian	Malayalam	274	181	0	 -0.00001259	 -0.00020058
bel	mkd	Belarusian	Macedonian	274	981	2	  0.00382846	  0.11408646
bel	mlt	Belarusian	Maltese	274	2170	0	 -0.00004358	 -0.00148044
bel	msa	Belarusian	Malay (macrolanguage)	274	1255593	1	 -0.00103159	 -1.32578627
bel	mya	Belarusian	Burmese	274	30	0	 -0.00000512	 -0.00008166
