source	target	exposure
mlt	ita	1.67140230654e-05
hun	cat	0.00116640746501
isl	ukr	0.000443066016837
spa	isl	0.0168867055573
ykg	eng	6.83555033016e-06
ron	kor	0.00076103500761
ukr	fas	0.000176538088093
mol	bel	0.0042689434365
fra	dur	1.0
mri	ton	0.0117647058824
eng	mgo	0.5
spa	cbt	1.0
egy	zho	1.59616919393e-05
deu	hat	0.142857142857
cat	dan	0.000185188043025
grc	erk	1.0
dum	nld	0.000323243932442
heb	gnn	0.5
chv	tat	0.002442002442
ron	hye	0.00280504908836
abk	aze	0.000603136308806
eng	ifa	0.5
hbs	est	0.000194127638923
gag	ron	5.41594454073e-05
ita	fil	0.00666666666667
lat	hye	0.000467508181393
deu	hbs	0.111777244871
slk	sqi	0.000295989344384
bod	swe	0.000167392032139
snd	asm	0.00190114068441
kpy	bul	3.88470204335e-05
fra	ces	0.0643524409547
nij	eng	6.83555033016e-06
nap	deu	6.84640768989e-06
heb	slk	0.00213838399267
ell	fin	0.000929307773768
cym	hun	3.63709105457e-05
kor	fra	0.00469255188436
deu	swe	0.0522681620355
eng	mon	0.0854312835328
fra	gla	0.00881057268722
dan	tur	0.010611419909
hye	ron	0.000704072790295
ces	roh	0.00352112676056
dan	ast	0.0155440414508
kum	mol	0.000268817204301
tur	msa	0.00147710487445
aoi	eng	6.83555033016e-06
deu	epo	0.134686346863
grc	bwu	1.0
eng	lkt	1.0
lav	fin	0.000410624365153
lav	hbs	4.44089173106e-05
msa	ukr	0.000221533008418
lat	mol	0.00483870967742
grc	swe	0.00446378752371
kal	sme	0.0115606936416
swe	kal	0.0244648318043
kum	rus	0.000447011066544
uzb	eng	0.000157217657594
dum	cat	5.55432126194e-05
yid	lad	0.0666666666667
zho	vie	0.0381679389313
doi	hin	0.000855675984027
msa	kor	0.000134300295461
mlt	fra	1.67740907394e-05
lav	slk	0.00147650323303
urd	uzb	0.000725426187885
rus	gag	0.4
ang	ces	4.655348996e-05
bul	mon	0.000412711514651
guj	tam	0.00623936471923
est	fra	0.00029354658794
bod	fin	0.000237729895615
pam	fil	0.00666666666667
oss	kat	0.0174632352941
slv	roh	0.00352112676056
msa	jpn	0.000588266752233
syr	hye	0.000935016362786
dar	tgk	0.000941619585687
eng	khm	0.030303030303
omn	deu	3.42320384494e-06
eng	ken	0.454545454545
ava	tur	8.42176183258e-05
oss	slk	0.000152741713762
grc	bss	0.2
nld	fao	0.00963855421687
gla	sco	0.03125
egy	nld	1.79579962468e-05
heb	xrb	0.0833333333333
dar	kum	0.0153846153846
vls	spa	4.36852911625e-06
por	kaa	0.00176056338028
yid	lit	0.000388424936881
coj	eng	6.83555033016e-06
tha	hun	1.81854552729e-05
rom	bul	3.88470204335e-05
iku	sme	0.00578034682081
pli	deu	0.000225931453766
kir	uzb	0.00435255712731
moh	eng	6.83555033016e-06
slv	ukr	0.0024368630926
frm	por	4.01493556028e-05
zho	yiz	0.991071428571
ara	spa	0.00493206937224
sco	fra	1.25805680546e-05
rus	ara	0.122837924407
psi	deu	3.42320384494e-06
heb	yam	0.0909090909091
mar	pol	2.60688216893e-05
hye	lav	0.000982197667281
nci	deu	1.71160192247e-05
syr	jpn	3.05593118043e-05
tat	spa	4.36852911625e-06
grc	gnn	0.5
deu	asm	0.032319391635
grc	ady	0.02
grc	dan	0.00470686276023
sme	ell	3.64670702356e-05
ell	ita	0.00242353334448
fra	rcf	0.8125
ces	por	0.00127139626076
spa	ron	0.0258882149047
kan	jpn	1.52796559021e-05
slk	deu	0.00119812134573
heb	msa	0.000184638109306
san	zho	0.000558659217877
grc	cre	0.0151515151515
dum	deu	1.02696115348e-05
bam	deu	1.02696115348e-05
vie	ben	0.0010649627263
spa	cos	0.04
grc	tyv	0.00609756097561
pro	tur	8.42176183258e-05
non	nor	0.00152429066045
fin	por	0.000214129896548
spa	kir	0.0065445026178
grc	tpi	0.166666666667
ben	uig	0.0100806451613
fin	slv	0.00186975799989
che	tat	0.001221001221
isl	swe	0.00263642450619
zho	ben	0.00638977635783
udm	hun	3.63709105457e-05
kaz	tur	0.000168435236652
lit	tel	0.00449101796407
epo	hun	0.000327338194912
acf	eng	6.83555033016e-06
ukr	che	0.0175438596491
crs	eng	6.83555033016e-06
spa	mal	0.0116472545757
xeb	eng	6.83555033016e-06
man	eng	3.41777516508e-05
deu	tam	0.0260918888259
enf	dan	1.54323369188e-05
pan	deu	2.73856307595e-05
tur	rom	0.0121951219512
bod	msa	0.000369276218612
est	kat	0.00551470588235
epo	zho	9.57701516361e-05
hun	tgk	0.00470809792844
fri	ita	1.67140230654e-05
ron	tgk	0.00376647834275
afr	kua	0.5
deu	nor	0.0508024301548
tha	tam	0.000567214974475
swe	est	0.0377092938607
est	gle	0.0119760479042
hbs	kir	0.00065445026178
rcf	fra	0.000134192725916
por	hbs	0.00512922994937
gld	lit	0.00012947497896
ktu	deu	3.42320384494e-06
bul	rus	0.0134465761369
slv	eng	0.00317853090352
kan	spa	4.36852911625e-06
fas	hin	0.00199657729606
eng	blw	0.6
zho	msa	0.0033234859675
sqi	slv	0.000480794914258
lit	deu	0.0006093302844
ron	lav	0.00049109883364
kpy	ukr	0.000221533008418
hye	tel	0.00299401197605
ibo	deu	3.42320384494e-06
kaz	lav	0.00049109883364
krc	kbd	0.0116279069767
lao	eng	6.83555033016e-05
zho	hmn	0.833333333333
hye	kir	0.00458115183246
est	isl	0.000153515505066
deu	gsw	0.448275862069
sux	spa	6.98964658599e-05
eus	ukr	0.000221533008418
fin	hbs	0.000954791722178
ces	bre	0.00246305418719
bis	eng	6.83555033016e-06
grc	bre	0.0147783251232
dan	lat	0.0110497237569
ces	kaa	0.00352112676056
bci	eng	6.83555033016e-06
grc	hun	0.00561930567932
rus	mkd	0.0730581902076
nog	kaa	0.00176056338028
fra	asm	0.0437262357414
nog	tat	0.001221001221
kir	mal	0.00249584026622
ita	bel	0.00480256136606
mez	eng	6.83555033016e-06
rus	tyv	0.865853658537
eng	hnn	1.0
bul	aze	0.00603136308806
spa	hye	0.00561009817672
akk	est	4.85319097306e-05
kur	ara	0.000480461242793
fro	hbs	0.000133226751932
eng	jao	1.0
jpn	heb	0.00255451144969
grc	wwa	0.409090909091
swe	sms	0.5
pol	mkd	0.00999743655473
akk	tur	8.42176183258e-05
kir	ces	6.20713199466e-05
deu	kbd	0.0116279069767
mon	mol	0.000806451612903
eng	lns	0.666666666667
frm	cat	5.55432126194e-05
csb	pol	1.30344108446e-05
crg	eng	6.83555033016e-06
ben	guj	0.12213740458
slk	hun	0.0200767426213
bua	ukr	0.000886132033673
pli	san	0.0172413793103
aze	tuk	0.0121457489879
bre	deu	8.21568922786e-05
nld	vie	0.00254452926209
yid	zho	7.98084596967e-05
sot	deu	6.84640768989e-06
grc	cjv	1.0
akk	fin	4.32236173845e-05
kor	dan	0.000432105433726
mal	kan	0.02
fas	sqi	0.00399585614918
msa	por	1.33831185343e-05
ita	gle	0.0239520958084
eus	fra	0.000243224315722
pro	rus	4.83255207075e-05
deu	syr	0.0909090909091
nor	uig	0.000672043010753
kur	kat	0.00275735294118
cul	spa	4.36852911625e-06
spa	ell	0.032966231493
ang	fra	3.77417041637e-05
grc	ltz	0.0555555555556
pli	tur	8.42176183258e-05
dan	tsz	1.0
mya	slk	5.09139045873e-05
rus	yor	0.357142857143
grc	kbp	0.4
ibo	cat	5.55432126194e-05
ava	lez	0.015625
sbg	fra	4.19352268486e-06
dan	por	0.00188701971333
jav	jpn	7.63982795107e-06
lav	dan	7.71616845939e-05
ori	swe	1.39493360116e-05
heb	roh	0.00352112676056
bel	jpn	2.29194838532e-05
eng	iku	0.223684210526
eng	swg	0.571428571429
chu	hbs	0.000577315925038
grc	bib	0.166666666667
abk	spa	4.36852911625e-06
nor	eng	0.00909128193911
spa	arg	0.375
ori	san	0.051724137931
tam	tel	0.0404191616766
tur	kur	0.044776119403
ell	slv	0.000854746514237
rus	uig	0.262096774194
aze	ron	5.41594454073e-05
ava	hin	0.000570450656018
heb	chu	0.142857142857
isl	eus	0.00025490695896
ell	chu	0.142857142857
jpn	rus	0.00612525974967
pol	eng	0.0155372059004
uzb	lav	0.00073664825046
ita	hin	0.000570450656018
heb	tuk	0.00134952766532
fas	sin	0.00149031296572
mya	ukr	0.000221533008418
mol	ita	0.000183854253719
ara	ben	0.0250266240682
nld	swe	0.00783952683852
tam	san	0.051724137931
frm	deu	3.76552422944e-05
slv	pol	0.000482273201251
kaz	ukr	0.00465219317678
isl	nld	0.000323243932442
fro	hun	0.000145483642183
sqi	nld	0.000269369943702
heb	sil	0.25
ibo	fra	4.19352268486e-06
lat	kaz	0.00040749796251
est	spa	0.000183478222882
dar	tab	0.016393442623
fro	enm	0.142857142857
lav	mal	0.000831946755408
ara	kur	0.0248756218905
eng	hur	1.0
grc	kyf	0.333333333333
eve	rus	8.45696612381e-05
ach	fra	4.19352268486e-06
mfe	eng	3.41777516508e-05
mkd	hbs	0.00455191402434
grc	msa	0.0031388478582
tuk	tat	0.001221001221
asm	pol	3.91032325339e-05
tam	hin	0.00798630918426
grc	car	0.666666666667
hbs	tab	0.016393442623
eng	hbs	0.513389288569
ara	ori	0.00531914893617
zho	kaz	0.130806845966
spa	bul	0.0158884313573
spa	pan	0.00260416666667
san	ron	0.00232885615251
dan	mya	0.0036496350365
sin	fra	1.67740907394e-05
dan	lav	0.00896255371393
lav	kaz	0.00122249388753
eng	gue	1.0
ava	tab	0.016393442623
pro	ces	1.55178299867e-05
tel	fra	4.61287495335e-05
grc	mba	1.0
nor	kor	0.000805801772764
som	fra	1.67740907394e-05
por	cat	0.0122750499889
hbs	nld	0.000879941816092
gmh	zho	1.59616919393e-05
jrb	fra	8.38704536972e-06
ell	fas	0.000441345220231
grc	ifu	1.0
ita	cym	0.000432525951557
mkd	ell	0.000255269491649
por	hun	0.00421902562331
ori	tam	0.00170164492343
deu	aar	1.0
uzb	krc	0.00970873786408
fra	fri	0.0338983050847
fin	eng	0.0107933339713
sqi	deu	0.000520326984431
orv	fra	8.38704536972e-06
kjb	spa	8.73705823249e-06
uzb	deu	4.79248538292e-05
swe	mkd	0.00615226864906
cym	glg	0.000843525938423
grc	beh	0.0714285714286
grc	san	0.0172413793103
deu	eus	0.0815702268672
bel	swe	8.36960160696e-05
tgk	mol	0.00134408602151
heb	xuo	0.0909090909091
eng	agq	0.5
ben	mkd	0.00153806716227
pli	hin	0.000855675984027
lav	ukr	0.00598139122729
slk	lit	0.000971062342202
por	aze	0.000603136308806
spa	rom	0.0121951219512
hye	ukr	0.00686752326097
evn	ces	1.55178299867e-05
eng	ara	0.535233824471
hin	tgk	0.00376647834275
ukr	slv	5.34216571398e-05
shn	mya	0.0109489051095
heb	fra	0.00536351551394
san	tur	0.000168435236652
grc	bkd	0.75
grc	nay	0.5
swe	por	0.00163274046118
uga	rus	1.20813801769e-05
por	nor	0.0031139080635
fra	cos	0.78
kik	rus	2.41627603537e-05
swe	fri	0.118644067797
spa	est	0.0100461053142
mon	aze	0.00120627261761
ron	kir	0.00196335078534
ell	dan	0.000447537770645
eng	kwn	1.0
chv	aze	0.00120627261761
eng	obo	0.25
zho	fas	0.000794421396416
pus	kaz	0.00122249388753
fao	est	9.70638194613e-05
grc	afr	0.0090206185567
kor	oss	0.00653594771242
kat	cat	5.55432126194e-05
ave	fra	1.25805680546e-05
epo	kor	8.95335303071e-05
ron	cat	0.000444345700955
ron	kaz	0.00040749796251
nog	kaz	0.00122249388753
chu	pol	3.91032325339e-05
mol	hye	0.00140252454418
heb	adj	0.5
hye	kur	0.0149253731343
spa	por	0.0696055994968
rus	crh	0.65
hat	ita	1.67140230654e-05
grc	ceb	0.181818181818
grc	zmz	1.0
rus	nep	0.65
fra	wol	0.8125
fra	ful	0.555555555556
lbe	aze	0.000603136308806
kor	kat	0.000459558823529
hin	kat	0.000459558823529
spa	hbs	0.0246913580247
ori	hun	3.63709105457e-05
est	deu	0.00152674891484
eng	mbt	1.0
goh	eng	2.05066509905e-05
afr	heb	9.12325517745e-05
ben	bre	0.00246305418719
tur	kat	0.00505514705882
kat	lit	0.000776849873762
abk	swe	1.39493360116e-05
ain	eng	6.83555033016e-06
tur	deu	0.00235858744917
jpn	kat	0.00597426470588
uig	rus	0.000398685545837
fro	pcd	0.1
lah	urd	0.00497512437811
glg	ukr	0.000221533008418
tel	pol	2.60688216893e-05
fra	nld	0.104264126209
pus	ara	8.00768737988e-05
sqi	eng	0.00183192748848
aze	jpn	7.63982795107e-06
fra	tam	0.0187180941577
jrb	heb	0.000182465103549
sre	fra	4.19352268486e-06
jpn	kir	0.00065445026178
lrl	fra	4.19352268486e-06
hbs	fin	0.000518683408614
hbs	epo	0.0461254612546
urd	tur	0.00640053899276
ara	tyv	0.00609756097561
grc	sjm	0.4
fra	bjt	1.0
oci	ita	5.01420691961e-05
nor	tur	0.00252652854977
frr	deu	1.71160192247e-05
grc	haz	1.0
fra	mmy	0.5
lat	pol	0.0075338894682
abk	est	9.70638194613e-05
chg	rus	6.04069008844e-05
zho	hun	0.0023459237302
eng	kaa	0.00880281690141
hye	hun	0.00025459637382
grc	jvn	0.833333333333
eng	bre	0.142857142857
cop	deu	5.47712615191e-05
ita	eus	0.0310986489931
lat	gmh	0.466666666667
guj	hin	0.032800912721
liv	fin	2.16118086923e-05
swe	dan	0.115943147271
rus	ori	0.13164893617
wgg	eng	6.83555033016e-06
lit	kat	0.00367647058824
eus	hun	1.81854552729e-05
srd	lat	0.00276243093923
ben	fin	0.000108059043461
isl	heb	0.000273697655323
gle	glg	0.00126528890763
fra	wni	1.0
pro	swe	1.39493360116e-05
fas	dan	0.000447537770645
kaz	aze	0.00241254523522
eng	xsm	0.0810810810811
kir	tam	0.00283607487238
isl	pol	9.12408759124e-05
fas	tat	0.002442002442
sqi	por	0.000133831185343
bul	epo	0.029520295203
tgk	tuk	0.0080971659919
grc	blw	0.2
jpn	ara	0.00256245996156
lkt	eng	2.73422013206e-05
fin	fra	0.00135870134989
est	cat	5.55432126194e-05
non	fin	0.000108059043461
sum	deu	3.42320384494e-06
cbs	spa	4.36852911625e-06
tat	chv	0.0114942528736
hlb	eng	6.83555033016e-06
iku	fra	3.77417041637e-05
fra	lao	0.00431034482759
grc	ozm	0.529411764706
ful	eng	1.36711006603e-05
uzb	guj	0.00190839694656
lat	dan	0.00364203151283
kal	swe	4.18480080348e-05
fra	sin	0.0461997019374
yid	est	0.000436787187576
bel	deu	0.000184853007627
ces	sah	0.00497512437811
mon	est	9.70638194613e-05
brh	urd	0.000995024875622
cre	dak	0.608695652174
grc	ife	0.488888888889
haw	ces	1.55178299867e-05
fra	gur	0.266666666667
kaz	hun	3.63709105457e-05
fas	ori	0.00132978723404
dan	mal	0.000831946755408
heb	udm	0.0540540540541
eng	bvz	1.0
sqi	bul	0.000505011265636
hin	uzb	0.00290170475154
lav	kaa	0.00352112676056
hau	fra	4.19352268486e-06
pli	msa	0.000184638109306
akk	pol	7.82064650678e-05
eng	tbw	1.0
fra	ktu	1.0
kur	hye	0.000467508181393
acr	fra	4.19352268486e-06
lat	ara	0.00328315182575
ces	fas	0.00141230470474
fro	zho	3.19233838787e-05
hbs	xal	0.0238095238095
dan	kir	0.00065445026178
nor	bel	0.000533617929562
pli	kor	4.47667651536e-05
por	glg	0.0248840151835
hbs	ita	0.0101286979776
kbd	hye	0.000467508181393
fas	glg	0.000421762969211
smn	nor	2.17755808636e-05
grc	srn	0.615384615385
grc	pol	0.00814650677789
ozm	fra	4.19352268486e-06
eng	gle	0.670658682635
fro	spa	0.000546066139531
cre	fra	1.67740907394e-05
kib	eng	6.83555033016e-06
hin	san	0.310344827586
mic	fra	8.38704536972e-06
ben	eus	0.00076472087688
mhg	eng	6.83555033016e-06
fil	ita	1.67140230654e-05
kir	bul	7.76940408671e-05
deu	sqi	0.0862808938878
hun	spa	0.00129745314753
eng	suq	0.428571428571
fra	fmp	1.0
frm	ori	0.00132978723404
grc	enm	0.0714285714286
pli	kan	0.00142857142857
grc	kzr	0.294117647059
chu	krl	0.142857142857
uzb	pol	5.21376433785e-05
nhv	spa	4.36852911625e-06
uzb	urd	0.00995024875622
