twit.eig	twit.popfrom	wiki.eig	wiki.popfrom	book.eig	book.popfrom	gdp.pc	pop	cultexp	language
0.00630296343082956	0.001	0.0915522006356782	0.001	0.0840369771440765	0.001	53470.697	5	33	nor
0.000110545508494708	0.001	0.000471704031993862	0.001	0.000326782089620783	0.001	3031.50578618	104	8.172	pan
0.00338521204836552	0.001	0.142301423334057	0.001	0.142573049373259	0.001	20326.4642435	43	112.556	pol
0.507845665182444	0.001	0.166644139175541	0.001	0.153926092750468	0.001	11852.9173512	290	74.918	por
0.00226870964853765	0.001	0.0426011816657114	0.001	0.0121603649101501	0.001	11353.6063289	28	25.19	ron
0.020211207644556	0.001	0.230029977147793	0.001	0.0325715219177098	0.001	15487.109845	278	272.908	rus
9.88968383652034e-05	0.001	0.00235852015996932	0.001	7.47915419553208e-05	0.001	5673.689	19	3.7	sin
0.00193684696293526	0.001	0.0157245316725715	0.001	0.00625500166847648	0.001	23432.3606287	7	5.882	slk
0.000703737664153356	0.001	0.0149847743214323	0.001	0.0080213082716727	0.001	28641.568	2	2.733	slv
0.502116098052256	0.001	0.436014229891983	0.001	0.425243842410957	0.001	16776.6240904	500	305.482	spa
0.00374922328795014	0.001	0.0104427985070438	0.001	0.00140011875828715	0.001	9181.68500011	16	8.343	sqi
0.00411833266321728	0.001	0.00106133407198619	0.001	5.61569695855689e-05	0.001	1415.42235424	50	10	swa
0.0105047907124791	0.001	0.140677419544806	0.001	0.142106221372973	0.001	40265.4412139	10	62.87	swe
0.000625609786222923	0.001	0.00675716025831211	0.001	0.000645156213630234	0.001	3923.14947372	66	5.099	tam
4.84658446345636e-05	0.001	0.0043278844935437	0.001	0.000201203055044165	0.001	3693.529	80	4.968	tel
0.0264464725330567	0.001	0.0176970951626573	0.001	0.00289426114306468	0.001	9396.242	73	5	tha
0.0347441694563833	0.001	0.0685014571331818	0.001	0.00489776549941909	0.001	14623.1660236	70	33.644	tur
2.81456103524877e-05	0.001	0.0299499075810576	0.001	0.001364193260541	0.001	7241.74481868	45	39.008	ukr
0.000324986699188269	0.001	0.00239389796236886	0.001	0.000795055413823099	0.001	3510.6761902	60	4.49	urd
0.00294994588492629	0.001	0.0179502646016598	0.001	0.000692664493971102	0.001	3447.16495996	80	9.28	vie
0.00654338172436948	0.001	0.142197025252235	0.001	0.114019967536811	0.001	9206.98537851	1575	44.241	zho
